date_time,sample_timestamp_utc_secs,raw_particle_count,particle_concentration,humidity
01/03/2015 15:25:36,1425241536,0,0,54
01/03/2015 15:26:06,1425241566,4,0,54
01/03/2015 15:26:36,1425241596,3,0,54
01/03/2015 15:27:06,1425241626,2,0.1,54
01/03/2015 15:27:36,1425241656,8,0,54
01/03/2015 15:28:06,1425241686,3,0.1,54
01/03/2015 15:28:36,1425241716,0,0,54
01/03/2015 15:29:06,1425241746,7,0.1,54
01/03/2015 15:29:36,1425241776,0,0,54
01/03/2015 15:30:06,1425241806,0,0,54
01/03/2015 15:30:36,1425241836,2,0,54
01/03/2015 15:31:06,1425241866,1,0,54
01/03/2015 15:31:36,1425241896,4,0,54
01/03/2015 15:32:06,1425241926,0,0,54
01/03/2015 15:32:36,1425241956,0,0,54
01/03/2015 15:33:06,1425241986,9,0.1,54
01/03/2015 15:33:36,1425242016,9,0.2,54
01/03/2015 15:34:06,1425242046,0,0.3,54
01/03/2015 15:34:36,1425242076,0,0,54
01/03/2015 15:35:06,1425242106,0,0,54
01/03/2015 15:35:36,1425242136,0,0,54
01/03/2015 15:36:06,1425242166,0,0,54
01/03/2015 15:36:36,1425242196,0,0,54
01/03/2015 15:37:06,1425242226,0,0,54
01/03/2015 15:37:36,1425242256,0,0,54
01/03/2015 15:38:06,1425242286,5,0,54
01/03/2015 15:38:36,1425242316,0,0,54
01/03/2015 15:39:06,1425242346,0,0,54
01/03/2015 15:39:36,1425242376,1,0,54
01/03/2015 15:40:06,1425242406,0,0,54
01/03/2015 15:40:36,1425242436,0,0,54
01/03/2015 15:41:06,1425242466,0,0,54
01/03/2015 15:41:36,1425242496,5,0,54
01/03/2015 15:42:06,1425242526,0,0,54
01/03/2015 15:42:36,1425242556,0,0,54
01/03/2015 15:43:06,1425242586,2,0,54
01/03/2015 15:43:36,1425242616,0,0,54
01/03/2015 15:44:06,1425242646,0,0,54
01/03/2015 15:44:36,1425242676,4,0,55
01/03/2015 15:45:06,1425242706,0,0,55
01/03/2015 15:45:36,1425242736,10,0.2,55
01/03/2015 15:46:06,1425242766,0,0,54
01/03/2015 15:46:36,1425242796,0,0,55
01/03/2015 15:47:06,1425242826,7,0.1,54
01/03/2015 15:47:36,1425242856,0,0,54
01/03/2015 15:48:06,1425242886,0,0,54
01/03/2015 15:48:36,1425242916,8,0,54
01/03/2015 15:49:06,1425242946,0,0.1,54
01/03/2015 15:49:36,1425242976,0,0,54
01/03/2015 15:50:06,1425243006,9,0.1,54
01/03/2015 15:50:36,1425243036,0,0.1,54
01/03/2015 15:51:06,1425243066,0,0,54
01/03/2015 15:51:36,1425243096,0,0,54
01/03/2015 15:52:06,1425243126,0,0,54
01/03/2015 15:52:36,1425243156,0,0,54
01/03/2015 15:53:06,1425243186,0,0,54
01/03/2015 15:53:36,1425243216,0,0,54
01/03/2015 15:54:06,1425243246,0,0,54
01/03/2015 15:54:36,1425243276,10,0,54
01/03/2015 15:55:06,1425243306,0,0.2,54
01/03/2015 15:55:36,1425243336,0,0,54
01/03/2015 15:56:06,1425243366,0,0,54
01/03/2015 15:56:36,1425243396,0,0,54
01/03/2015 15:57:06,1425243426,9,0,54
01/03/2015 15:57:36,1425243456,0,0.2,54
01/03/2015 15:58:06,1425243486,1,0,54
01/03/2015 15:58:36,1425243516,0,0,54
01/03/2015 15:59:06,1425243546,4,0,54
01/03/2015 15:59:36,1425243576,0,0,54
01/03/2015 16:00:06,1425243606,0,0,54
01/03/2015 16:00:36,1425243636,0,0,54
01/03/2015 16:01:06,1425243666,5,0,54
01/03/2015 16:01:36,1425243696,0,0,55
01/03/2015 16:02:06,1425243726,0,0,54
01/03/2015 16:02:36,1425243756,0,0,54
01/03/2015 16:03:06,1425243786,0,0,54
01/03/2015 16:03:36,1425243816,0,0,54
01/03/2015 16:04:06,1425243846,0,0,54
01/03/2015 16:04:36,1425243876,0,0,54
01/03/2015 16:05:06,1425243906,0,0,54
01/03/2015 16:05:36,1425243936,1,0,54
01/03/2015 16:06:06,1425243966,0,0,54
01/03/2015 16:06:36,1425243996,0,0,54
01/03/2015 16:07:06,1425244026,5,0,54
01/03/2015 16:07:36,1425244056,0,0,55
01/03/2015 16:08:06,1425244086,0,0,54
01/03/2015 16:08:36,1425244116,0,0,54
01/03/2015 16:09:06,1425244146,0,0,54
01/03/2015 16:09:36,1425244176,0,0,55
01/03/2015 16:10:06,1425244206,0,0,54
01/03/2015 16:10:36,1425244236,0,0,54
01/03/2015 16:11:06,1425244266,0,0,54
01/03/2015 16:11:36,1425244296,0,0,54
01/03/2015 16:12:06,1425244326,0,0,54
01/03/2015 16:12:36,1425244356,0,0,54
01/03/2015 16:13:06,1425244386,0,0,54
01/03/2015 16:13:36,1425244416,5,0,54
01/03/2015 16:14:06,1425244446,0,0,54
01/03/2015 16:14:36,1425244476,0,0,55
01/03/2015 16:15:06,1425244506,11,0.1,55
01/03/2015 16:15:36,1425244536,6,0.2,55
01/03/2015 16:16:06,1425244566,3,0.3,54
01/03/2015 16:16:36,1425244596,0,0.1,54
01/03/2015 16:17:06,1425244626,0,0,54
01/03/2015 16:17:36,1425244656,0,0,55
01/03/2015 16:18:06,1425244686,0,0,54
01/03/2015 16:18:36,1425244716,7,0,55
01/03/2015 16:19:06,1425244746,0,0,54
01/03/2015 16:19:36,1425244776,2,0,54
01/03/2015 16:20:06,1425244806,0,0,55
01/03/2015 16:20:36,1425244836,6,0,54
01/03/2015 16:21:06,1425244866,1,0,54
01/03/2015 16:21:36,1425244896,12,0.2,54
01/03/2015 16:22:06,1425244926,0,0.2,54
01/03/2015 16:22:36,1425244956,1,0,54
01/03/2015 16:23:06,1425244986,1,0,54
01/03/2015 16:23:36,1425245016,0,0,54
01/03/2015 16:24:06,1425245046,1,0,54
01/03/2015 16:24:36,1425245076,0,0,54
01/03/2015 16:25:06,1425245106,0,0,55
01/03/2015 16:25:36,1425245136,1,0,55
01/03/2015 16:26:06,1425245166,0,0,54
01/03/2015 16:26:36,1425245196,12,0.2,54
01/03/2015 16:27:06,1425245226,5,0.3,54
01/03/2015 16:27:36,1425245256,4,0.4,54
